gas_type_accuracy,gas_type_loss,leak_present_accuracy,leak_present_loss,loss,ppm_estimate_loss,ppm_estimate_mae,severity_accuracy,severity_loss,val_gas_type_accuracy,val_gas_type_loss,val_leak_present_accuracy,val_leak_present_loss,val_loss,val_ppm_estimate_loss,val_ppm_estimate_mae,val_severity_accuracy,val_severity_loss
0.13960114121437073,1.9049029350280762,0.4672364592552185,0.694071888923645,301.897705078125,298400.1875,317.8143005371094,0.12820513546466827,1.4088295698165894,0.1931818127632141,1.760159969329834,0.6590909361839294,0.6814494132995605,302.3598327636719,300078.125,320.9604797363281,0.14772726595401764,1.3973296880722046
